datetime,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66
2016-04-02 00:15:00,0.097777778,0,0.977777778,0.746666667,0,0.053333333,0.168888889,0.688888889,1,0.164444444,0.466666667,0,0,0,0.875555556,0.666666667,0.146666667,0.488888889,0.44,0.804444444,0.337777778,0,0.186666667,0.582222222,0.288888889,0,0,0.008888889,0.244444444,0.742222222,0.062222222,0.177777778,0.764444444,0.831111111,0.337777778,0,0.111111111,0.168888889,0.031111111,0.471111111,0,0.204444444,0.653333333,0.391111111,0.186666667,0.448888889,0.164444444,0.457777778,0.004444444,0.271111111,0.204444444,0,0.688888889,0.32,0.537777778,0,0.08,0.711111111,0.142222222,0.195555556,0.088888889,0.617777778,0.266666667,0.186666667,0.262222222,1
2016-04-02 00:30:00,0.426666667,0,0.648888889,0.28,0,0.924444444,0.684444444,0.706666667,0.928888889,0.186666667,0.484444444,0.737777778,0.373333333,0,0.488888889,0.093333333,0,0.502222222,0.915555556,1,0.12,0,0.697777778,0.635555556,0.373333333,0.48,0,0.088888889,0.728888889,0.186666667,0.302222222,0.017777778,0.653333333,0.391111111,0.395555556,0.493333333,0.275555556,0.808888889,0.862222222,1,0.253333333,0.617777778,0.608888889,0.306666667,0.4,0,0,0.617777778,0.071111111,0.413333333,0.568888889,0,0.44,0,0.288888889,0.275555556,0.568888889,0.386666667,0.875555556,1,0.644444444,1,0.631111111,0.146666667,0.293333333,1
2016-04-02 00:45:00,0.306666667,0.102222222,0.888888889,0.191111111,0.026666667,0.902222222,0.715555556,1,0.782222222,0.617777778,0.497777778,0.666666667,0.693333333,0.506666667,0.777777778,0.573333333,0.817777778,0.737777778,0.822222222,1,0.102222222,0,0.346666667,0.702222222,0.795555556,0.382222222,0.115555556,0,0.4,0.684444444,0.662222222,0.186666667,0.751111111,0.004444444,0.48,0.08,0.671111111,0.608888889,0.311111111,0.435555556,0.328888889,0.248888889,0.497777778,0.524444444,0.222222222,0.302222222,0,0.173333333,0.444444444,0.688888889,0.257777778,0.373333333,1,0,0.911111111,0,0,0,0.675555556,0.395555556,0.413333333,0.493333333,0.933333333,1,0.315555556,0.906666667
2016-04-02 01:00:00,0,0.684444444,0.675555556,0.271111111,0.182222222,1,0.444444444,1,0.577777778,0.226666667,0.404444444,0.835555556,0.613333333,1,0.102222222,0,0.395555556,0.742222222,0.555555556,1,0.555555556,0,0.048888889,0.391111111,0.271111111,0.32,0.466666667,0.164444444,0.475555556,0.471111111,0.795555556,0.275555556,1,1,0.564444444,0.248888889,0.071111111,1,0.551111111,0.004444444,0.111111111,0.111111111,0.222222222,0.453333333,0.817777778,0.093333333,0.413333333,0.733333333,0.422222222,1,0.288888889,0.257777778,1,0.28,1,0.062222222,0.16,0.653333333,0.528888889,0.564444444,0.337777778,0,0.013333333,0.52,0.373333333,0.613333333
2016-04-02 01:15:00,0.013333333,0.986666667,1,0.617777778,0.511111111,0.915555556,0.293333333,1,0.675555556,0.164444444,1,0.586666667,0.555555556,0.964444444,0.853333333,0,0.435555556,0.897777778,0.453333333,0.973333333,0.502222222,0,0.2,0.786666667,0.591111111,0.973333333,0.075555556,0.226666667,0.577777778,0.204444444,0.346666667,0.848888889,1,0.2,0.506666667,0.32,0.186666667,0.44,0.235555556,0.328888889,0.484444444,0.026666667,0.515555556,0.435555556,0.271111111,0.586666667,0.786666667,0.48,0.275555556,0.577777778,0.306666667,0.262222222,0.088888889,0.168888889,0.257777778,0.964444444,0,0.026666667,0.208888889,0.315555556,0.831111111,0.097777778,0.68,0.706666667,0.435555556,0.724444444
2016-04-02 01:30:00,0.128888889,0.471111111,0.702222222,0.537777778,0,0.537777778,0.106666667,1,0.337777778,0.44,0.906666667,0.608888889,0.648888889,0.857777778,0.217777778,0.506666667,0,0.475555556,0.031111111,1,0.008888889,0,0.853333333,0.56,0.622222222,0.648888889,0.484444444,0.408888889,0.795555556,0.764444444,0.848888889,0.706666667,1,0.884444444,0,0.155555556,0.195555556,0.862222222,0.164444444,0.195555556,0.337777778,0.093333333,0.084444444,0.106666667,0.706666667,0.324444444,0.724444444,0.711111111,0.315555556,0.377777778,0.417777778,0.097777778,0.435555556,0.475555556,0.724444444,0.835555556,0.12,0,0.831111111,0.555555556,0.115555556,0.013333333,0,0.946666667,0.324444444,0.657777778
2016-04-02 01:45:00,0,0,1,0.004444444,0.346666667,0.493333333,0,0.933333333,0.702222222,0.333333333,1,0.422222222,0.448888889,0.142222222,0.297777778,0.657777778,0,0.684444444,0.866666667,1,0.844444444,0,0.368888889,0.977777778,0.6,0.875555556,0.226666667,0.506666667,0.497777778,0.524444444,0.92,0.64,0.684444444,0.426666667,0.355555556,0.537777778,0.48,0.724444444,0.542222222,0.115555556,0.435555556,0.813333333,1,0.151111111,0.928888889,0.04,1,0.337777778,0.048888889,1,0.484444444,0.204444444,0.013333333,0.062222222,0.711111111,0.951111111,0,0.506666667,0.115555556,0.675555556,0.448888889,0,0.355555556,0.773333333,0.213333333,0.364444444
2016-04-02 02:00:00,0,0.328888889,1,0.297777778,0.124444444,0.395555556,0.213333333,0.542222222,0.288888889,0.355555556,0.435555556,0.791111111,1,0.315555556,0.213333333,0.235555556,0.302222222,0.791111111,0,1,0.911111111,0,0,0.613333333,0.155555556,0.102222222,0.244444444,0.497777778,0.662222222,0.675555556,0.626666667,0.64,0.875555556,1,0.533333333,0.097777778,0.146666667,1,0.448888889,0.342222222,0.377777778,0.44,0.404444444,0.791111111,0.791111111,0.52,1,0.146666667,0.04,0.524444444,0.764444444,0.302222222,0,0.08,0.591111111,0.24,0.711111111,0.266666667,0.417777778,0.293333333,0.533333333,0.053333333,0,0.568888889,0.262222222,0.844444444
2016-04-02 02:15:00,0.604444444,0,0.942222222,0.613333333,0.484444444,0.524444444,0.6,0.942222222,0.24,0.302222222,0.977777778,0.928888889,0.751111111,0.662222222,0.573333333,0.133333333,0.417777778,0.942222222,0.271111111,1,0.44,0,0.791111111,1,0.591111111,0.56,0.053333333,0.066666667,0.315555556,0.453333333,0.386666667,0.426666667,0.728888889,0.804444444,0.382222222,0.715555556,0.288888889,0.511111111,0.422222222,0.271111111,0.306666667,0.426666667,1,0.342222222,0.675555556,0.155555556,0.942222222,0.137777778,0.115555556,0.702222222,0.066666667,0,0.106666667,0.377777778,0.391111111,1,0.137777778,0.608888889,0.497777778,0.4,0.764444444,0.262222222,0,1,0.675555556,0.657777778
2016-04-02 02:30:00,0.306666667,0.293333333,0.844444444,0.551111111,0.213333333,0.564444444,0.484444444,0.515555556,0.431111111,0,0.786666667,0.24,0.777777778,0.573333333,0.08,0.453333333,0.368888889,0.608888889,0.44,0.56,0.315555556,0,0.026666667,0.68,0.186666667,0.911111111,0.342222222,0.475555556,1,0.408888889,0.884444444,0.768888889,1,0.111111111,0,0.591111111,0.146666667,0.475555556,0.466666667,0.688888889,0.031111111,0.337777778,0.453333333,0.351111111,0.56,0.053333333,0.56,0.213333333,0.368888889,0.2,0,0.222222222,0.275555556,0.862222222,0.666666667,1,0.622222222,0.288888889,0.426666667,0.373333333,0.52,0,0.182222222,1,0.64,0.724444444
2016-04-02 02:45:00,0.977777778,0.102222222,0.902222222,0.031111111,0.471111111,0.822222222,0.355555556,0.711111111,0.711111111,0.28,0.835555556,0.626666667,0.48,0.475555556,0.564444444,1,0.768888889,0.675555556,0.871111111,0.844444444,0.373333333,0,0.493333333,0.84,0.92,0.755555556,0.128888889,0.08,0.813333333,0.484444444,0,0.702222222,0.337777778,0.217777778,0,0.595555556,0.475555556,0.515555556,0.186666667,0.808888889,0.435555556,0.506666667,0.964444444,0.573333333,0.942222222,0.208888889,1,0.546666667,0.248888889,0.862222222,0.724444444,0,0.595555556,0,0.626666667,1,0.24,0.52,0.484444444,1,0,0.524444444,0.386666667,1,0.648888889,0.28
2016-04-02 03:00:00,0.502222222,0.08,0.573333333,0,0.551111111,1,0.968888889,0.555555556,0.355555556,0.293333333,0.057777778,0.484444444,0.546666667,0.293333333,0.626666667,1,0.6,0.288888889,0.822222222,1,0.395555556,0,0,0.448888889,0.444444444,0.404444444,0.871111111,0.2,0.271111111,1,0,1,0.24,0.497777778,0,0.355555556,0.608888889,0.662222222,0.142222222,0.084444444,0.186666667,0.662222222,0.364444444,0.315555556,0.826666667,0.613333333,0.306666667,0.226666667,0.088888889,0.373333333,0,0.048888889,0.684444444,0.048888889,1,1,0.373333333,0.235555556,0.813333333,0.142222222,0.248888889,0.471111111,0.426666667,0.475555556,0.431111111,0.275555556
2016-04-02 03:15:00,0.497777778,0,0.355555556,0,0.377777778,1,0.24,0.48,0.257777778,0.24,0.297777778,0.955555556,0.64,0.955555556,0.186666667,1,0.857777778,0.502222222,0.546666667,1,0,0.355555556,0.582222222,1,0.586666667,0.262222222,0.16,0.466666667,0.622222222,0.506666667,0.151111111,0.782222222,0.017777778,0.528888889,0.44,0.097777778,0.591111111,0.351111111,0.324444444,0.346666667,0.155555556,0.466666667,0.688888889,0.524444444,0.626666667,0.511111111,0.048888889,0.528888889,0.048888889,0.706666667,0.688888889,0.16,0.102222222,0.253333333,0.72,0.568888889,0,0.648888889,0.657777778,0.151111111,0,0.466666667,0,1,0.244444444,0.36
2016-04-02 03:30:00,0.653333333,0.057777778,0.986666667,0.644444444,0.12,0.986666667,0.582222222,0.391111111,0.191111111,0.724444444,0.426666667,1,0.711111111,1,0.995555556,0.32,1,0.662222222,0.72,1,0.56,0.457777778,0.284444444,0.555555556,0.44,0.284444444,0.444444444,0.448888889,0.346666667,0.742222222,0.408888889,0.453333333,0.315555556,0.648888889,0.613333333,0,0.253333333,0.551111111,0.497777778,0.16,0.524444444,0.56,0.657777778,0.604444444,0.964444444,0.773333333,0.395555556,0.56,0,0.506666667,0.395555556,0.222222222,0.417777778,0.195555556,0.528888889,0.808888889,0.271111111,0.057777778,0.315555556,0.551111111,0.613333333,0.688888889,0.64,0.88,0.591111111,0.982222222
2016-04-02 03:45:00,0.2,0.155555556,0.675555556,0.457777778,1,0.817777778,0.56,0.746666667,0.755555556,0.88,0.057777778,1,0.773333333,0.471111111,0.106666667,0.697777778,1,0.453333333,0.915555556,0.937777778,0.382222222,0.951111111,0.617777778,0.857777778,1,0.586666667,0.68,0.417777778,0.871111111,1,0.262222222,0.36,0.528888889,0.204444444,0.524444444,0.177777778,0.262222222,0.884444444,0.568888889,0.586666667,0.808888889,0.768888889,0.995555556,0.795555556,0.688888889,0.706666667,1,0.444444444,0.186666667,0.604444444,0.271111111,0.413333333,0.302222222,0.44,0.622222222,1,0,0.564444444,0.875555556,0.835555556,0.586666667,1,0.2,1,0.533333333,1
2016-04-02 04:00:00,0.146666667,0.435555556,0.355555556,0.226666667,0.106666667,0.92,0.391111111,0.471111111,0.275555556,0.222222222,0.546666667,0.591111111,0.586666667,0.644444444,0.613333333,0.346666667,0.524444444,1,0.493333333,0.457777778,0.675555556,0.493333333,0.497777778,0.604444444,0.248888889,0.048888889,0.328888889,0.062222222,0.884444444,0.555555556,0.248888889,0.164444444,0.271111111,0,0.066666667,0,0,0.417777778,0.364444444,0.422222222,0.08,0.097777778,0.764444444,0.786666667,0.528888889,0.52,0.844444444,0.044444444,0.222222222,0.84,0,0.253333333,0.248888889,0.391111111,0.208888889,0.6,0,0,0.342222222,0.662222222,0.262222222,0.693333333,0.462222222,0.195555556,0.351111111,0.635555556
2016-04-02 04:15:00,0.142222222,0.071111111,0.915555556,0.36,0.404444444,0.151111111,0.613333333,0.551111111,0.324444444,0.32,0.546666667,0.742222222,0.431111111,1,0.622222222,0.835555556,0.888888889,0.44,0,0.297777778,0.32,0.004444444,0,1,0.844444444,0.417777778,0.413333333,0,0.853333333,0.813333333,0.302222222,0.515555556,0.564444444,0.168888889,0.124444444,0.28,0,0.311111111,0.222222222,0.373333333,1,0.213333333,0.564444444,0.511111111,0.395555556,0.697777778,0,0.191111111,0.195555556,0.755555556,0,0.026666667,0.364444444,0.604444444,0.422222222,1,0,0,0.226666667,0.826666667,0.222222222,0.311111111,0.417777778,0.982222222,0.653333333,0.862222222
2016-04-02 04:30:00,0.435555556,0.373333333,0.782222222,0.32,0.342222222,0.204444444,1,1,0.146666667,0.164444444,0.515555556,0.266666667,0.791111111,0.888888889,1,0.146666667,0.52,1,0.248888889,0.337777778,0.097777778,0.142222222,0.631111111,0.497777778,0.48,0.951111111,0.04,0.133333333,0.377777778,0.484444444,0.431111111,0.288888889,0.053333333,0.146666667,0,0.248888889,0,0.364444444,0.453333333,0.573333333,0.497777778,0.2,0.448888889,0.324444444,0.368888889,0.373333333,0.053333333,0,0.311111111,0.617777778,0,0.204444444,0.142222222,0.364444444,0.542222222,1,0.173333333,0,0.564444444,0.742222222,0.288888889,0.364444444,0.244444444,0.893333333,0.36,0.737777778
2016-04-02 04:45:00,0.533333333,0.733333333,1,0.724444444,0.551111111,0.635555556,1,1,1,1,0.262222222,0.693333333,1,1,0.995555556,0.342222222,0.817777778,0.844444444,0.635555556,0.737777778,0.684444444,1,0.373333333,1,0.546666667,0.777777778,1,1,0.995555556,1,0.662222222,0.782222222,0.346666667,0.84,0.311111111,0.688888889,0.097777778,0.715555556,0.751111111,0.964444444,0.84,1,0.431111111,0.857777778,0.555555556,0.355555556,0.893333333,0.391111111,0.715555556,1,0,0.56,0.382222222,0.862222222,0.915555556,1,0.586666667,0.724444444,0.502222222,0.555555556,0.897777778,1,0.484444444,0.986666667,0.915555556,1
2016-04-02 05:00:00,0.253333333,0,0.04,0.182222222,0.866666667,0.422222222,0.551111111,0.471111111,0.32,0.133333333,0.146666667,1,0.395555556,0.306666667,0.333333333,0.191111111,0.862222222,0.506666667,0.435555556,0.04,0.013333333,0.115555556,0.208888889,0.777777778,0.471111111,0.684444444,0.471111111,0.284444444,0.364444444,0.573333333,0.12,0.671111111,0.346666667,0.533333333,0,0,0.128888889,0.346666667,0.137777778,0,0.133333333,0.022222222,0.724444444,0.404444444,0.337777778,0.364444444,0.808888889,0,0.173333333,0.537777778,0.008888889,0,0.266666667,0.408888889,0.328888889,0.924444444,0,0.151111111,0.866666667,0.675555556,0.408888889,0.306666667,0.044444444,0.4,0.266666667,0.546666667
2016-04-02 05:15:00,0.066666667,0.208888889,0.533333333,0.053333333,0.662222222,0.253333333,0.453333333,0.631111111,0.511111111,0.204444444,0.813333333,0.906666667,1,0.413333333,0.244444444,1,0.031111111,0.524444444,0.404444444,0.053333333,0.382222222,0.515555556,0,0.791111111,0.048888889,0.493333333,0.64,0.328888889,0.684444444,0.453333333,0.217777778,0.702222222,0.128888889,0.751111111,0.364444444,0.288888889,0.551111111,0.973333333,0.32,0.346666667,0.795555556,0.422222222,0.848888889,0.733333333,0.528888889,0.52,0.608888889,0.568888889,0.275555556,0.555555556,0.528888889,0.195555556,0.2,0.848888889,0.084444444,1,0.462222222,0.288888889,0.408888889,0.622222222,0.204444444,0.208888889,0.382222222,0.613333333,0.324444444,0.648888889
2016-04-02 05:30:00,0.222222222,0.053333333,0.262222222,0,0.662222222,0.262222222,0.648888889,0.288888889,0.453333333,0.071111111,0.364444444,0.546666667,0.546666667,0.053333333,0.591111111,1,0.235555556,0.497777778,0.36,0.466666667,0.2,0.564444444,0.191111111,0.444444444,0.373333333,0.484444444,0.435555556,0.951111111,0.431111111,0.702222222,0.244444444,0.457777778,0.044444444,0.502222222,0.262222222,0.444444444,0.111111111,0.435555556,0,0,0.355555556,0.488888889,0.986666667,0.248888889,0.413333333,0.693333333,0.488888889,0,0,0.653333333,0.093333333,0.111111111,0.217777778,0.164444444,0.617777778,0.493333333,0.36,0.217777778,0.702222222,0.368888889,0.297777778,0.155555556,0.76,0.177777778,0.102222222,0.524444444
2016-04-02 05:45:00,0.773333333,0.168888889,1,0,1,0.933333333,0.862222222,1,1,0.946666667,1,1,1,0.84,0.711111111,1,1,1,1,0.595555556,0.2,1,1,1,1,0.84,1,1,0.977777778,0.4,0.462222222,0.871111111,0.902222222,1,0.973333333,1,0.333333333,0.648888889,0.813333333,0.884444444,1,0.733333333,1,0.653333333,0.884444444,1,0.835555556,0.613333333,0.866666667,1,0.484444444,1,0.773333333,1,1,0.626666667,1,1,1,1,0.284444444,0.04,0.186666667,0.964444444,0.6,0.844444444
2016-04-02 06:00:00,0.191111111,0.026666667,0.208888889,0.066666667,0.448888889,0.053333333,0.515555556,0.297777778,0.337777778,0.764444444,0.502222222,0.555555556,0.742222222,0.555555556,0.506666667,0.111111111,0.377777778,0.524444444,0.6,0.248888889,0.351111111,0.457777778,1,0.404444444,0.44,0.915555556,0.408888889,0.248888889,0.364444444,0.537777778,0.222222222,0.373333333,0.333333333,0.408888889,0.257777778,0.333333333,0.351111111,0,0.484444444,0.155555556,0.617777778,0.662222222,0.84,0.155555556,0.386666667,0.315555556,0.684444444,0.062222222,0.124444444,0.342222222,0.16,0.128888889,0.275555556,0.604444444,0.426666667,0.142222222,0.862222222,0.382222222,1,0.235555556,0.395555556,0.084444444,0,0.088888889,0.142222222,0.786666667
2016-04-02 06:15:00,0.24,0,0.697777778,1,0.275555556,0,0.706666667,0.76,0.297777778,1,0.555555556,1,1,0.648888889,0,0,0.266666667,0.875555556,0.875555556,0.84,0.497777778,1,0.266666667,1,0.404444444,0.226666667,0.911111111,0.115555556,0.657777778,1,0.453333333,0.844444444,0.382222222,0.68,0.022222222,0.084444444,0.337777778,0.084444444,0.075555556,0,0.484444444,0.568888889,0.222222222,0,0.706666667,0.733333333,0.275555556,0,0.062222222,1,0.426666667,0.284444444,0.8,1,0.853333333,0,0.328888889,0.284444444,0.684444444,1,1,0.564444444,0,0.564444444,0.057777778,0.306666667
2016-04-02 06:30:00,0.355555556,0,0.12,0.928888889,0.24,0,0.022222222,0.431111111,0.737777778,1,0.608888889,0.502222222,0.826666667,0.613333333,0.044444444,0.44,0.133333333,0.355555556,0.595555556,0.706666667,0.235555556,0.382222222,0.017777778,0.68,0.751111111,0,0.537777778,0.017777778,1,0.382222222,0.133333333,0.324444444,0.728888889,0.382222222,0.804444444,0.528888889,0.395555556,0.911111111,0.6,0,0.395555556,0.306666667,0.671111111,0,0.884444444,0.431111111,0.213333333,0,0.191111111,0.897777778,0.466666667,0.088888889,0.497777778,0.871111111,0.551111111,0,0.528888889,0.315555556,0.64,0.595555556,0.657777778,0.208888889,0,0.266666667,0.497777778,0.12
2016-04-02 06:45:00,0.311111111,0.195555556,0.488888889,0.36,1,0.297777778,0.8,0.591111111,0.08,0.955555556,0.284444444,1,1,1,0.937777778,0.826666667,1,0.866666667,0.546666667,1,0.84,0,1,0.893333333,0.991111111,0.32,0.555555556,1,0.644444444,0.715555556,0.733333333,0.928888889,0.346666667,1,1,0.653333333,1,0.533333333,0.675555556,0.662222222,0.626666667,0.346666667,0.831111111,0.626666667,0.466666667,0.288888889,0.088888889,0.013333333,0.533333333,0.693333333,0.102222222,0.457777778,0.773333333,0.68,0.6,0,0.675555556,0.768888889,1,0.968888889,1,0.111111111,0.742222222,0.355555556,0,0.302222222
2016-04-02 07:00:00,0.044444444,1,0,0,0.764444444,0,0.36,0.702222222,1,0.213333333,0.191111111,1,0.102222222,1,0.351111111,0,0.342222222,0.48,0.808888889,0.591111111,0.564444444,0,1,0.973333333,0,0.173333333,0.133333333,0.346666667,0.551111111,0.542222222,0.417777778,0.017777778,0.044444444,0.44,0.324444444,0.737777778,0.426666667,0.231111111,0.484444444,0,0.333333333,0.066666667,0.697777778,0.48,0.542222222,0.351111111,0.422222222,0,0.44,0.408888889,0.253333333,0.351111111,0.142222222,0,0.586666667,0.102222222,0,0.084444444,0.435555556,0.337777778,0.488888889,0.564444444,0.373333333,0.186666667,0.76,0.115555556
2016-04-02 07:15:00,0.062222222,0.72,0.524444444,0.591111111,0.551111111,0.244444444,0.146666667,0.764444444,0.653333333,0.386666667,0.208888889,0.524444444,0.711111111,0.764444444,0.546666667,0.142222222,0.693333333,0.568888889,0.302222222,0.537777778,0.857777778,0,0.386666667,0.591111111,0.226666667,0.68,0,0.715555556,0.737777778,0.24,0.04,0,0.013333333,0.115555556,0.093333333,0.524444444,0.355555556,0,0.626666667,0,0.342222222,0,1,0.386666667,0.533333333,0.368888889,0.68,0.373333333,0.235555556,0.257777778,0.266666667,0.075555556,0.32,0.284444444,1,1,0,0.084444444,0.244444444,0,0.764444444,0.257777778,0,0.173333333,0.435555556,0.733333333
2016-04-02 07:30:00,0.342222222,0.017777778,0.737777778,0.311111111,0.644444444,0.257777778,0,0.36,0.315555556,1,0,0.591111111,0.84,0.76,0,0.28,0.835555556,0.853333333,0.644444444,0.768888889,1,0.631111111,0.222222222,0.662222222,0.537777778,0.2,0.106666667,0.724444444,0.204444444,0.168888889,0.524444444,0,0.377777778,0,0,0.44,0.355555556,0.404444444,0.52,0,0,0,0.431111111,0.56,0.231111111,0.035555556,0.253333333,0.475555556,0.124444444,0.644444444,0.204444444,0.648888889,0,0.097777778,0.488888889,1,0,0.342222222,0.56,0.288888889,0.764444444,0.862222222,0,0.311111111,0.737777778,0.688888889
2016-04-02 07:45:00,0.768888889,0.755555556,0.595555556,0.173333333,0.533333333,0.235555556,0.026666667,0.288888889,0.48,0.582222222,0,0.617777778,1,0.671111111,0,0.857777778,0.648888889,1,0.791111111,1,0.342222222,0.324444444,0.937777778,0.604444444,0.724444444,0.982222222,0,0.337777778,0.102222222,0.28,0.693333333,0.195555556,0.728888889,0.688888889,0,0.582222222,0.613333333,1,0.493333333,0.315555556,0,0,1,0.795555556,0.484444444,0.648888889,0.488888889,1,0.137777778,0.6,0.533333333,0.537777778,0.386666667,0.186666667,1,0.746666667,0,0.266666667,0.56,0.097777778,0.666666667,0.595555556,0.92,0.408888889,0.608888889,0.426666667
2016-04-02 08:00:00,0.613333333,0.533333333,0.582222222,0.151111111,0.653333333,0.017777778,0,0.284444444,0.377777778,0.608888889,0,0.457777778,0.32,0.573333333,0,0.933333333,0.2,0.364444444,0.133333333,0.724444444,0.311111111,0,0.693333333,0,0,0.337777778,0,0.213333333,0.115555556,0.475555556,0.248888889,0.297777778,0.266666667,0.337777778,0,0.693333333,0.146666667,0.546666667,0.506666667,0.266666667,0.244444444,0.377777778,0.333333333,0.28,0.551111111,0.275555556,0.026666667,0.631111111,0.426666667,0.457777778,0.391111111,0.186666667,0.146666667,0.342222222,0.408888889,0,0.031111111,0.142222222,0.12,0,1,0.502222222,0.648888889,0.08,0.128888889,0.333333333
2016-04-02 08:15:00,0.204444444,1,0.404444444,0.004444444,0.662222222,0,0.293333333,0,0.248888889,0.675555556,0,0.884444444,0.155555556,0.444444444,0.022222222,0.817777778,0.693333333,0,0.102222222,0.728888889,0.364444444,0,0,0,0,0,0,0.035555556,0.093333333,0.106666667,0.022222222,0.248888889,0.466666667,0.6,0,0.657777778,0.364444444,0.933333333,0.635555556,0.177777778,0.071111111,0.12,0.8,0.462222222,0,0,0.333333333,0.68,0,0.648888889,0.484444444,0.542222222,0,0.017777778,0.408888889,0,0.111111111,0,0.133333333,0,1,0.382222222,0.702222222,0,0.426666667,0.066666667
2016-04-02 08:30:00,0.222222222,1,0,0.257777778,1,0,0,0.057777778,0,0.093333333,0.053333333,0.942222222,0.324444444,0.275555556,0.471111111,1,0.377777778,0.075555556,0,0.524444444,0.675555556,0.013333333,0.728888889,0,0,0,0.146666667,0.862222222,0.755555556,0.297777778,0,0.813333333,1,0.168888889,0.133333333,1,0.888888889,0.728888889,0.675555556,0.164444444,0.426666667,0.537777778,0.68,0.693333333,0.2,0,0.097777778,0.093333333,0,0.337777778,0.631111111,0,0,0.84,0.502222222,0,0.013333333,0.031111111,0.204444444,0,1,0.297777778,0.115555556,0.017777778,0.213333333,0
2016-04-02 08:45:00,0.991111111,1,0.373333333,0.297777778,1,0,0.324444444,0.031111111,0.102222222,0.035555556,0,0.937777778,0.675555556,1,1,1,0.715555556,0.066666667,0.151111111,0.066666667,0.64,0.857777778,0.608888889,0,0.124444444,0.608888889,0.688888889,0.573333333,0.391111111,0.822222222,0.346666667,1,1,0.68,0.871111111,1,0.808888889,1,0.448888889,0,0.377777778,0.742222222,0.808888889,0.617777778,0.608888889,0.111111111,0.497777778,0.528888889,0.035555556,0.648888889,0.564444444,0.542222222,0.875555556,0.746666667,0.155555556,0,0.226666667,0.786666667,0.288888889,0.391111111,0.511111111,0.511111111,0.973333333,0,0.631111111,0.044444444
2016-04-02 09:00:00,0.408888889,1,0,0.222222222,1,0.071111111,1,0.115555556,0.013333333,0,0,0.733333333,0.528888889,1,0.742222222,0.662222222,0.008888889,0,0.244444444,0,0.377777778,0.426666667,1,0,0.257777778,1,0.4,0.68,0.426666667,0,0,0.173333333,0.782222222,1,0.533333333,0.666666667,0.355555556,0.831111111,0.462222222,0,1,0.804444444,0.937777778,0.324444444,0.404444444,0.053333333,0.364444444,1,0.248888889,0.333333333,0.835555556,0.155555556,0,0.328888889,0,0,0,0.515555556,0.8,0.351111111,0.933333333,0.853333333,0.831111111,0,0.493333333,0
2016-04-02 09:15:00,0.408888889,0.857777778,0,0.288888889,1,0,0.257777778,1,0.813333333,0.062222222,0,0.697777778,0.724444444,0.475555556,0.244444444,0.911111111,0.182222222,0,0.533333333,0,0.64,0.617777778,0.702222222,0.177777778,1,0.88,0.408888889,0.342222222,0.284444444,0.311111111,0,0.413333333,0.577777778,0.804444444,0.346666667,0.893333333,0.76,1,0.924444444,0.853333333,1,0.368888889,0.608888889,0.608888889,0,0.471111111,0.711111111,1,0.262222222,0.2,0.946666667,0.826666667,0.302222222,0.675555556,0.36,0,0,0.906666667,0.626666667,0.124444444,0.964444444,0.506666667,0.506666667,0.235555556,0.368888889,0
2016-04-02 09:30:00,0.857777778,0.906666667,0,0.333333333,0.871111111,0.657777778,0.92,0.991111111,0.457777778,0.502222222,0,1,0.786666667,0.826666667,0.102222222,0.373333333,0.248888889,0,0.111111111,0.417777778,0.248888889,0.728888889,0.764444444,0.293333333,0.924444444,0.186666667,0.013333333,0.328888889,0,0.231111111,0,1,0.533333333,0.826666667,0.226666667,0.386666667,0.311111111,1,0.266666667,0.657777778,0.426666667,0.36,0.293333333,0.555555556,0.351111111,0.871111111,0.848888889,0.986666667,0.453333333,0.36,0.64,0.48,0.226666667,0.693333333,0.142222222,0.048888889,0.053333333,0.577777778,0.515555556,0.266666667,1,0.595555556,1,0,0,0
2016-04-02 09:45:00,0.431111111,0.608888889,0,0.275555556,1,0.346666667,0.613333333,0.937777778,0.408888889,0.435555556,0,0.92,1,0.635555556,0.004444444,0.248888889,0.911111111,0.715555556,1,1,0.186666667,1,1,0.155555556,0.493333333,1,0.648888889,0.448888889,0.031111111,0.151111111,0.151111111,0.582222222,1,0.675555556,0.791111111,0.724444444,0.408888889,1,0.644444444,0.915555556,0.195555556,0,1,0.08,0.342222222,0.84,1,0.386666667,0.875555556,0.817777778,0.702222222,0.12,0.168888889,1,0.871111111,0.262222222,0.564444444,0.2,0.346666667,0,0.431111111,0.364444444,1,0.146666667,0.4,0
