datetime,R,B,0,0
2016-04-01 22:30:00,-0.4064735917757131,11.47150187290263,0,0
2016-04-01 22:45:00,-0.4064735917757131,11.47150187290263,0,0
2016-04-01 23:00:00,-0.369716938010207,11.775489435278832,0,0
2016-04-01 23:15:00,-0.369716938010207,11.775489435278832,0,0
2016-04-01 23:30:00,-0.369716938010207,11.775489435278832,0,0
2016-04-01 23:45:00,-0.369716938010207,11.775489435278832,0,0
2016-04-02 00:00:00,-0.4003171235192314,10.740666523796545,0,0
2016-04-02 00:15:00,-0.4003171235192314,10.740666523796545,0,0
2016-04-02 00:30:00,-0.4003171235192314,10.740666523796545,0,0
2016-04-02 00:45:00,-0.4003171235192314,10.740666523796545,0,0
2016-04-02 01:00:00,-0.5470572838553689,8.1259983100635,0,0
2016-04-02 01:15:00,-0.5470572838553689,8.1259983100635,0,0
2016-04-02 01:30:00,-0.5470572838553689,8.1259983100635,0,0
2016-04-02 01:45:00,-0.5470572838553689,8.1259983100635,0,0
2016-04-02 02:00:00,-0.4967227047933967,7.553679010806733,0,0
2016-04-02 02:15:00,-0.4967227047933967,7.553679010806733,0,0
2016-04-02 02:30:00,-0.4967227047933967,7.553679010806733,0,0
2016-04-02 02:45:00,-0.4967227047933967,7.553679010806733,0,0
2016-04-02 03:00:00,-0.5646675056031006,6.151360452836403,0,0
2016-04-02 03:15:00,-0.5646675056031006,6.151360452836403,0,0
2016-04-02 03:30:00,-0.5646675056031006,6.151360452836403,0,0
2016-04-02 03:45:00,-0.5646675056031006,6.151360452836403,0,0
2016-04-02 04:00:00,-0.46321431948617886,6.27942659945576,0,0
2016-04-02 04:15:00,-0.46321431948617886,6.27942659945576,0,0
2016-04-02 04:30:00,-0.46321431948617886,6.27942659945576,0,0
2016-04-02 04:45:00,-0.46321431948617886,6.27942659945576,0,0
2016-04-02 05:00:00,-0.2723568128604159,14.461141591818476,0,0
2016-04-02 05:15:00,-0.2723568128604159,14.461141591818476,0,0
2016-04-02 05:30:00,-0.2723568128604159,14.461141591818476,0,0
2016-04-02 05:45:00,-0.2723568128604159,14.461141591818476,0,0
2016-04-02 06:00:00,-0.49199187194915495,7.061917910694199,0,0
2016-04-02 06:15:00,-0.49199187194915495,7.061917910694199,0,0
2016-04-02 06:30:00,-0.49199187194915495,7.061917910694199,0,0
2016-04-02 06:45:00,-0.49199187194915495,7.061917910694199,0,0
2016-04-02 07:00:00,-0.5446720648767381,4.948936825119625,0,0
2016-04-02 07:15:00,-0.5446720648767381,4.948936825119625,0,0
2016-04-02 07:30:00,-0.5446720648767381,4.948936825119625,0,0
2016-04-02 07:45:00,-0.5446720648767381,4.948936825119625,0,0
2016-04-02 08:00:00,-0.6183587470582449,4.491773370502797,0,0
2016-04-02 08:15:00,-0.6183587470582449,4.491773370502797,0,0
2016-04-02 08:30:00,-0.6183587470582449,4.491773370502797,0,0
2016-04-02 08:45:00,-0.6183587470582449,4.491773370502797,0,0
2016-04-02 09:00:00,-0.6316621532753913,5.062172356474319,0,0
2016-04-02 09:15:00,-0.6316621532753913,5.062172356474319,0,0
2016-04-02 09:30:00,-0.6316621532753913,5.062172356474319,0,0
2016-04-02 09:45:00,-0.6316621532753913,5.062172356474319,0,0
2016-04-02 10:00:00,-0.609339536564034,3.8393064084577,0,0
2016-04-02 10:15:00,-0.609339536564034,3.8393064084577,0,0
2016-04-02 10:30:00,-0.609339536564034,3.8393064084577,0,0
2016-04-02 10:45:00,-0.609339536564034,3.8393064084577,0,0
2016-04-02 11:00:00,-0.4687327741576906,3.1412320650592824,0,0
2016-04-02 11:15:00,-0.4687327741576906,3.1412320650592824,0,0
2016-04-02 11:30:00,-0.4687327741576906,3.1412320650592824,0,0
2016-04-02 11:45:00,-0.4687327741576906,3.1412320650592824,0,0
2016-04-02 12:00:00,-0.43395175763725247,2.843769024314727,0,0
2016-04-02 12:15:00,-0.43395175763725247,2.843769024314727,0,0
2016-04-02 12:30:00,-0.43395175763725247,2.843769024314727,0,0
2016-04-02 12:45:00,-0.43395175763725247,2.843769024314727,0,0
2016-04-02 13:00:00,-0.5575329426418316,3.4205334587712,0,0
2016-04-02 13:15:00,-0.5575329426418316,3.4205334587712,0,0
2016-04-02 13:30:00,-0.5575329426418316,3.4205334587712,0,0
2016-04-02 13:45:00,-0.5575329426418316,3.4205334587712,0,0
2016-04-02 14:00:00,-0.554639438489456,3.4948119205474284,0,0
2016-04-02 14:15:00,-0.554639438489456,3.4948119205474284,0,0
2016-04-02 14:30:00,-0.554639438489456,3.4948119205474284,0,0
2016-04-02 14:45:00,-0.554639438489456,3.4948119205474284,0,0
2016-04-02 15:00:00,-0.5961279444926766,3.126701310103132,0,0
2016-04-02 15:15:00,-0.5961279444926766,3.126701310103132,0,0
2016-04-02 15:30:00,-0.5961279444926766,3.126701310103132,0,0
2016-04-02 15:45:00,-0.5961279444926766,3.126701310103132,0,0
2016-04-02 16:00:00,-0.53239958038323,3.145148589031302,0,0
2016-04-02 16:15:00,-0.53239958038323,3.145148589031302,0,0
2016-04-02 16:30:00,-0.53239958038323,3.145148589031302,0,0
2016-04-02 16:45:00,-0.53239958038323,3.145148589031302,0,0
2016-04-02 17:00:00,-0.5465198958193983,4.185423533464769,0,0
2016-04-02 17:15:00,-0.5465198958193983,4.185423533464769,0,0
2016-04-02 17:30:00,-0.5465198958193983,4.185423533464769,0,0
2016-04-02 17:45:00,-0.5465198958193983,4.185423533464769,0,0
2016-04-02 18:00:00,-0.6307360789245433,6.575663187947845,0,0
2016-04-02 18:15:00,-0.6307360789245433,6.575663187947845,0,0
2016-04-02 18:30:00,-0.6307360789245433,6.575663187947845,0,0
2016-04-02 18:45:00,-0.6307360789245433,6.575663187947845,0,0
2016-04-02 19:00:00,-0.518573824824026,4.217918416759722,0,0
2016-04-02 19:15:00,-0.518573824824026,4.217918416759722,0,0
2016-04-02 19:30:00,-0.518573824824026,4.217918416759722,0,0
2016-04-02 19:45:00,-0.518573824824026,4.217918416759722,0,0
2016-04-02 20:00:00,-0.5772558319570205,4.496927899308236,0,0
2016-04-02 20:15:00,-0.5772558319570205,4.496927899308236,0,0
2016-04-02 20:30:00,-0.5772558319570205,4.496927899308236,0,0
2016-04-02 20:45:00,-0.5772558319570205,4.496927899308236,0,0
2016-04-02 21:00:00,-0.7124012324382906,8.026149705396241,0,0
2016-04-02 21:15:00,-0.7124012324382906,8.026149705396241,0,0
2016-04-02 21:30:00,-0.7124012324382906,8.026149705396241,0,0
2016-04-02 21:45:00,-0.7124012324382906,8.026149705396241,0,0
2016-04-02 22:00:00,-0.2728094644773277,12.640621136223347,0,0
2016-04-02 22:15:00,-0.2728094644773277,12.640621136223347,0,0
2016-04-02 22:30:00,-0.2728094644773277,12.640621136223347,0,0
2016-04-02 22:45:00,-0.2728094644773277,12.640621136223347,0,0
2016-04-02 23:00:00,-0.4324995576291101,11.171577403486511,0,0
2016-04-02 23:15:00,-0.4324995576291101,11.171577403486511,0,0
2016-04-02 23:30:00,-0.4324995576291101,11.171577403486511,0,0
2016-04-02 23:45:00,-0.4324995576291101,11.171577403486511,0,0
2016-04-03 00:00:00,-0.6339043761677092,9.787095547624377,0,0
2016-04-03 00:15:00,-0.6339043761677092,9.787095547624377,0,0
2016-04-03 00:30:00,-0.6339043761677092,9.787095547624377,0,0
2016-04-03 00:45:00,-0.6339043761677092,9.787095547624377,0,0
2016-04-03 01:00:00,-0.7881979995905458,7.652800506899718,0,0
2016-04-03 01:15:00,-0.7881979995905458,7.652800506899718,0,0
2016-04-03 01:30:00,-0.7881979995905458,7.652800506899718,0,0
2016-04-03 01:45:00,-0.7881979995905458,7.652800506899718,0,0
2016-04-03 02:00:00,-0.6648540185471669,6.738569885484047,0,0
2016-04-03 02:15:00,-0.6648540185471669,6.738569885484047,0,0
2016-04-03 02:30:00,-0.6648540185471669,6.738569885484047,0,0
2016-04-03 02:45:00,-0.6648540185471669,6.738569885484047,0,0
2016-04-03 03:00:00,-0.7181742803923226,5.492342529161974,0,0
2016-04-03 03:15:00,-0.7181742803923226,5.492342529161974,0,0
2016-04-03 03:30:00,-0.7181742803923226,5.492342529161974,0,0
2016-04-03 03:45:00,-0.7181742803923226,5.492342529161974,0,0
2016-04-03 04:00:00,-0.5222894948983076,5.511200958530984,0,0
2016-04-03 04:15:00,-0.5222894948983076,5.511200958530984,0,0
2016-04-03 04:30:00,-0.5222894948983076,5.511200958530984,0,0
2016-04-03 04:45:00,-0.5222894948983076,5.511200958530984,0,0
2016-04-03 05:00:00,-0.3239410353992855,10.836896327246922,0,0
2016-04-03 05:15:00,-0.3239410353992855,10.836896327246922,0,0
2016-04-03 05:30:00,-0.3239410353992855,10.836896327246922,0,0
2016-04-03 05:45:00,-0.3239410353992855,10.836896327246922,0,0
2016-04-03 06:00:00,-0.6309515843243569,6.164724659062763,0,0
2016-04-03 06:15:00,-0.6309515843243569,6.164724659062763,0,0
2016-04-03 06:30:00,-0.6309515843243569,6.164724659062763,0,0
2016-04-03 06:45:00,-0.6309515843243569,6.164724659062763,0,0
2016-04-03 07:00:00,-1.0009364997531576,5.717200324854935,0,0
2016-04-03 07:15:00,-1.0009364997531576,5.717200324854935,0,0
2016-04-03 07:30:00,-1.0009364997531576,5.717200324854935,0,0
2016-04-03 07:45:00,-1.0009364997531576,5.717200324854935,0,0
2016-04-03 08:00:00,-0.5726221788570309,4.331051325374029,0,0
2016-04-03 08:15:00,-0.5726221788570309,4.331051325374029,0,0
2016-04-03 08:30:00,-0.5726221788570309,4.331051325374029,0,0
2016-04-03 08:45:00,-0.5726221788570309,4.331051325374029,0,0
2016-04-03 09:00:00,-0.5506624848806221,4.608469631669308,0,0
2016-04-03 09:15:00,-0.5506624848806221,4.608469631669308,0,0
2016-04-03 09:30:00,-0.5506624848806221,4.608469631669308,0,0
2016-04-03 09:45:00,-0.5506624848806221,4.608469631669308,0,0
2016-04-03 10:00:00,-0.7905989861635853,4.267201237358405,0,0
2016-04-03 10:15:00,-0.7905989861635853,4.267201237358405,0,0
2016-04-03 10:30:00,-0.7905989861635853,4.267201237358405,0,0
2016-04-03 10:45:00,-0.7905989861635853,4.267201237358405,0,0
2016-04-03 11:00:00,-0.5427187011765819,3.200236649922088,0,0
2016-04-03 11:15:00,-0.5427187011765819,3.200236649922088,0,0
2016-04-03 11:30:00,-0.5427187011765819,3.200236649922088,0,0
2016-04-03 11:45:00,-0.5427187011765819,3.200236649922088,0,0
2016-04-03 12:00:00,-0.5080876100192337,2.7717079308115964,0,0
2016-04-03 12:15:00,-0.5080876100192337,2.7717079308115964,0,0
2016-04-03 12:30:00,-0.5080876100192337,2.7717079308115964,0,0
2016-04-03 12:45:00,-0.5080876100192337,2.7717079308115964,0,0
2016-04-03 13:00:00,-0.5552574800055001,2.9087572597581044,0,0
2016-04-03 13:15:00,-0.5552574800055001,2.9087572597581044,0,0
2016-04-03 13:30:00,-0.5552574800055001,2.9087572597581044,0,0
2016-04-03 13:45:00,-0.5552574800055001,2.9087572597581044,0,0
2016-04-03 14:00:00,-0.6974883743272425,3.3691388076379822,0,0
2016-04-03 14:15:00,-0.6974883743272425,3.3691388076379822,0,0
2016-04-03 14:30:00,-0.6974883743272425,3.3691388076379822,0,0
2016-04-03 14:45:00,-0.6974883743272425,3.3691388076379822,0,0
2016-04-03 15:00:00,-0.6255358902942607,2.9593636498380755,0,0
2016-04-03 15:15:00,-0.6255358902942607,2.9593636498380755,0,0
2016-04-03 15:30:00,-0.6255358902942607,2.9593636498380755,0,0
2016-04-03 15:45:00,-0.6255358902942607,2.9593636498380755,0,0
2016-04-03 16:00:00,-0.6170282781294142,3.0695158193412135,0,0
2016-04-03 16:15:00,-0.6170282781294142,3.0695158193412135,0,0
2016-04-03 16:30:00,-0.6170282781294142,3.0695158193412135,0,0
2016-04-03 16:45:00,-0.6170282781294142,3.0695158193412135,0,0
2016-04-03 17:00:00,-0.6371553672061798,4.079048371405203,0,0
2016-04-03 17:15:00,-0.6371553672061798,4.079048371405203,0,0
2016-04-03 17:30:00,-0.6371553672061798,4.079048371405203,0,0
2016-04-03 17:45:00,-0.6371553672061798,4.079048371405203,0,0
2016-04-03 18:00:00,-0.562491094356908,5.901667630269627,0,0
2016-04-03 18:15:00,-0.562491094356908,5.901667630269627,0,0
2016-04-03 18:30:00,-0.562491094356908,5.901667630269627,0,0
2016-04-03 18:45:00,-0.562491094356908,5.901667630269627,0,0
2016-04-03 19:00:00,-0.5922920074973501,3.9403270024690316,0,0
2016-04-03 19:15:00,-0.5922920074973501,3.9403270024690316,0,0
2016-04-03 19:30:00,-0.5922920074973501,3.9403270024690316,0,0
2016-04-03 19:45:00,-0.5922920074973501,3.9403270024690316,0,0
2016-04-03 20:00:00,-0.545544949090291,4.696192410086397,0,0
2016-04-03 20:15:00,-0.545544949090291,4.696192410086397,0,0
2016-04-03 20:30:00,-0.545544949090291,4.696192410086397,0,0
2016-04-03 20:45:00,-0.545544949090291,4.696192410086397,0,0
2016-04-03 21:00:00,-0.8490954560971071,8.38412141351111,0,0
2016-04-03 21:15:00,-0.8490954560971071,8.38412141351111,0,0
2016-04-03 21:30:00,-0.8490954560971071,8.38412141351111,0,0
2016-04-03 21:45:00,-0.8490954560971071,8.38412141351111,0,0
2016-04-03 22:00:00,-0.3041549888554012,11.518116120808592,0,0
2016-04-03 22:15:00,-0.3041549888554012,11.518116120808592,0,0
2016-04-03 22:30:00,-0.3041549888554012,11.518116120808592,0,0
2016-04-03 22:45:00,-0.3041549888554012,11.518116120808592,0,0
2016-04-03 23:00:00,-0.5813623991404671,10.766035064234357,0,0
2016-04-03 23:15:00,-0.5813623991404671,10.766035064234357,0,0
2016-04-03 23:30:00,-0.5813623991404671,10.766035064234357,0,0
2016-04-03 23:45:00,-0.5813623991404671,10.766035064234357,0,0
2016-04-04 00:00:00,-0.5534406148641,10.084338219105222,0,0
2016-04-04 00:15:00,-0.5534406148641,10.084338219105222,0,0
2016-04-04 00:30:00,-0.5534406148641,10.084338219105222,0,0
2016-04-04 00:45:00,-0.5534406148641,10.084338219105222,0,0
2016-04-04 01:00:00,-0.6254623068260459,7.357499362150549,0,0
2016-04-04 01:15:00,-0.6254623068260459,7.357499362150549,0,0
2016-04-04 01:30:00,-0.6254623068260459,7.357499362150549,0,0
2016-04-04 01:45:00,-0.6254623068260459,7.357499362150549,0,0
2016-04-04 02:00:00,-0.5748200961085371,6.758592062259728,0,0
2016-04-04 02:15:00,-0.5748200961085371,6.758592062259728,0,0
2016-04-04 02:30:00,-0.5748200961085371,6.758592062259728,0,0
2016-04-04 02:45:00,-0.5748200961085371,6.758592062259728,0,0
2016-04-04 03:00:00,-0.5251756726000868,5.08883141891389,0,0
2016-04-04 03:15:00,-0.5251756726000868,5.08883141891389,0,0
2016-04-04 03:30:00,-0.5251756726000868,5.08883141891389,0,0
2016-04-04 03:45:00,-0.5251756726000868,5.08883141891389,0,0
2016-04-04 04:00:00,-0.4695200156514265,5.852314987334529,0,0
2016-04-04 04:15:00,-0.4695200156514265,5.852314987334529,0,0
2016-04-04 04:30:00,-0.4695200156514265,5.852314987334529,0,0
2016-04-04 04:45:00,-0.4695200156514265,5.852314987334529,0,0
2016-04-04 05:00:00,-0.3088074350240457,12.971902654066689,0,0
2016-04-04 05:15:00,-0.3088074350240457,12.971902654066689,0,0
2016-04-04 05:30:00,-0.3088074350240457,12.971902654066689,0,0
2016-04-04 05:45:00,-0.3088074350240457,12.971902654066689,0,0
2016-04-04 06:00:00,-0.46859283355264736,6.742651294768567,0,0
2016-04-04 06:15:00,-0.46859283355264736,6.742651294768567,0,0
2016-04-04 06:30:00,-0.46859283355264736,6.742651294768567,0,0
2016-04-04 06:45:00,-0.46859283355264736,6.742651294768567,0,0
2016-04-04 07:00:00,-0.6537098899418239,5.048892547388343,0,0
2016-04-04 07:15:00,-0.6537098899418239,5.048892547388343,0,0
2016-04-04 07:30:00,-0.6537098899418239,5.048892547388343,0,0
2016-04-04 07:45:00,-0.6537098899418239,5.048892547388343,0,0
2016-04-04 08:00:00,-0.6212430379865485,4.594296165680767,0,0
2016-04-04 08:15:00,-0.6212430379865485,4.594296165680767,0,0
2016-04-04 08:30:00,-0.6212430379865485,4.594296165680767,0,0
2016-04-04 08:45:00,-0.6212430379865485,4.594296165680767,0,0
2016-04-04 09:00:00,-0.4609209990011728,4.927765392908039,0,0
2016-04-04 09:15:00,-0.4609209990011728,4.927765392908039,0,0
2016-04-04 09:30:00,-0.4609209990011728,4.927765392908039,0,0
2016-04-04 09:45:00,-0.4609209990011728,4.927765392908039,0,0
2016-04-04 10:00:00,-0.3421437302241643,4.255240908840581,0,0
2016-04-04 10:15:00,-0.3421437302241643,4.255240908840581,0,0
2016-04-04 10:30:00,-0.3421437302241643,4.255240908840581,0,0
2016-04-04 10:45:00,-0.3421437302241643,4.255240908840581,0,0
2016-04-04 11:00:00,-0.4635864448035278,3.670351492882156,0,0
2016-04-04 11:15:00,-0.4635864448035278,3.670351492882156,0,0
2016-04-04 11:30:00,-0.4635864448035278,3.670351492882156,0,0
2016-04-04 11:45:00,-0.4635864448035278,3.670351492882156,0,0
2016-04-04 12:00:00,-0.4443785467157398,3.2101910481757505,0,0
2016-04-04 12:15:00,-0.4443785467157398,3.2101910481757505,0,0
2016-04-04 12:30:00,-0.4443785467157398,3.2101910481757505,0,0
2016-04-04 12:45:00,-0.4443785467157398,3.2101910481757505,0,0
2016-04-04 13:00:00,-0.5628003952732625,3.6099504692970847,0,0
2016-04-04 13:15:00,-0.5628003952732625,3.6099504692970847,0,0
2016-04-04 13:30:00,-0.5628003952732625,3.6099504692970847,0,0
2016-04-04 13:45:00,-0.5628003952732625,3.6099504692970847,0,0
2016-04-04 14:00:00,-0.5989651311979648,3.5892141406154425,0,0
2016-04-04 14:15:00,-0.5989651311979648,3.5892141406154425,0,0
2016-04-04 14:30:00,-0.5989651311979648,3.5892141406154425,0,0
2016-04-04 14:45:00,-0.5989651311979648,3.5892141406154425,0,0
2016-04-04 15:00:00,-0.5921354988763576,3.464640723398876,0,0
2016-04-04 15:15:00,-0.5921354988763576,3.464640723398876,0,0
2016-04-04 15:30:00,-0.5921354988763576,3.464640723398876,0,0
2016-04-04 15:45:00,-0.5921354988763576,3.464640723398876,0,0
2016-04-04 16:00:00,-0.17330605190018994,3.549393327590191,0,0
2016-04-04 16:15:00,-0.17330605190018994,3.549393327590191,0,0
2016-04-04 16:30:00,-0.17330605190018994,3.549393327590191,0,0
2016-04-04 16:45:00,-0.17330605190018994,3.549393327590191,0,0
2016-04-04 17:00:00,-0.5078404705067681,4.857660156954583,0,0
2016-04-04 17:15:00,-0.5078404705067681,4.857660156954583,0,0
2016-04-04 17:30:00,-0.5078404705067681,4.857660156954583,0,0
2016-04-04 17:45:00,-0.5078404705067681,4.857660156954583,0,0
2016-04-04 18:00:00,-0.5398976692552749,6.545851355775574,0,0
2016-04-04 18:15:00,-0.5398976692552749,6.545851355775574,0,0
2016-04-04 18:30:00,-0.5398976692552749,6.545851355775574,0,0
2016-04-04 18:45:00,-0.5398976692552749,6.545851355775574,0,0
2016-04-04 19:00:00,-0.46711290199134725,4.675234818566555,0,0
2016-04-04 19:15:00,-0.46711290199134725,4.675234818566555,0,0
2016-04-04 19:30:00,-0.46711290199134725,4.675234818566555,0,0
2016-04-04 19:45:00,-0.46711290199134725,4.675234818566555,0,0
2016-04-04 20:00:00,-0.363521655447893,4.851797120464437,0,0
2016-04-04 20:15:00,-0.363521655447893,4.851797120464437,0,0
2016-04-04 20:30:00,-0.363521655447893,4.851797120464437,0,0
2016-04-04 20:45:00,-0.363521655447893,4.851797120464437,0,0
2016-04-04 21:00:00,-0.6561907290957321,7.957768272106827,0,0
2016-04-04 21:15:00,-0.6561907290957321,7.957768272106827,0,0
2016-04-04 21:30:00,-0.6561907290957321,7.957768272106827,0,0
2016-04-04 21:45:00,-0.6561907290957321,7.957768272106827,0,0
2016-04-04 22:00:00,-0.3452318700325515,10.960265744264555,0,0
2016-04-04 22:15:00,-0.3452318700325515,10.960265744264555,0,0
2016-04-04 22:30:00,-0.3452318700325515,10.960265744264555,0,0
2016-04-04 22:45:00,-0.3452318700325515,10.960265744264555,0,0
2016-04-04 23:00:00,-0.5098724079712127,10.446728225617221,0,0
2016-04-04 23:15:00,-0.5098724079712127,10.446728225617221,0,0
2016-04-04 23:30:00,-0.5098724079712127,10.446728225617221,0,0
2016-04-04 23:45:00,-0.5098724079712127,10.446728225617221,0,0
2016-04-05 00:00:00,-0.49702477498467074,9.21756211890554,0,0
2016-04-05 00:15:00,-0.49702477498467074,9.21756211890554,0,0
2016-04-05 00:30:00,-0.49702477498467074,9.21756211890554,0,0
2016-04-05 00:45:00,-0.49702477498467074,9.21756211890554,0,0
2016-04-05 01:00:00,-0.5495923266259997,7.197454605915125,0,0
2016-04-05 01:15:00,-0.5495923266259997,7.197454605915125,0,0
2016-04-05 01:30:00,-0.5495923266259997,7.197454605915125,0,0
2016-04-05 01:45:00,-0.5495923266259997,7.197454605915125,0,0
2016-04-05 02:00:00,-0.5898838598157342,6.643345761513788,0,0
2016-04-05 02:15:00,-0.5898838598157342,6.643345761513788,0,0
2016-04-05 02:30:00,-0.5898838598157342,6.643345761513788,0,0
2016-04-05 02:45:00,-0.5898838598157342,6.643345761513788,0,0
2016-04-05 03:00:00,-0.6229353963116225,5.342122739402681,0,0
2016-04-05 03:15:00,-0.6229353963116225,5.342122739402681,0,0
