6
12
5
310,13,14,10,7,5
10,1,0,3,1,5
12,0,0,1,2,9
5,2,0,1,2,11
8,0,0,1,1,7
20,2,5,3,5,12

355,11,6,5,10,2
4,0,1,1,2,5
8,0,1,1,0,6
3,0,1,1,0,6
6,0,1,2,1,5
16,1,2,2,1,22

302,12,14,10,10,7
11,2,0,1,1,4
8,1,0,1,0,6
5,0,1,1,0,9
5,1,0,1,1,7
17,3,3,2,6,36

180,21,21,13,14,12
11,2,2,1,2,12
7,1,2,1,3,15
6,4,1,1,2,13
11,1,1,2,3,15
37,3,0,10,11,47

193,15,16,16,13,8
7,1,3,3,4,8
11,1,2,1,4,7
10,1,2,4,3,9
11,1,1,3,1,12
15,5,5,2,8,82

202,9,9,13,7,9
6,2,1,0,3,11
7,1,1,0,1,12
6,2,3,1,1,6
8,2,1,2,5,19
30,6,6,4,16,76

248,15,6,8,6,4
4,1,4,0,2,8
5,0,1,4,3,5
10,1,0,2,3,6
9,2,1,0,4,12
22,4,5,7,10,66

277,8,17,8,3,6
5,2,0,1,1,6
7,0,1,2,2,9
5,1,0,3,1,11
7,2,1,1,2,8
23,2,2,2,9,53

203,17,16,15,13,17
7,3,5,2,3,13
8,3,2,2,0,10
8,4,2,0,2,10
8,0,1,1,4,15
21,4,2,8,8,51

205,9,19,26,21,8
6,4,0,1,0,4
9,1,2,0,1,6
15,2,1,2,3,7
18,0,0,1,5,12
37,3,2,10,10,38

256,22,26,16,9,6
12,1,1,2,4,5
12,1,0,4,3,6
16,0,1,4,2,9
16,1,0,1,3,4
23,1,3,1,2,7

246,11,28,18,6,6
6,1,2,1,0,5
17,1,2,5,5,13
18,0,1,3,4,7
16,0,1,0,1,7
30,0,4,2,4,9


304,10,19,8,5,7
9,1,2,1,3,3
12,2,5,3,4,6
10,1,3,2,4,7
11,2,1,3,5,6
19,1,1,2,3,3

376,12,5,4,6,11
9,2,3,1,0,2
7,0,1,2,0,2
6,0,0,0,1,1
3,0,0,0,0,3
18,2,0,0,0,11

330,20,13,10,6,7
10,1,2,3,0,8
11,2,1,1,1,3
7,0,2,1,2,4
8,0,0,0,0,2
19,0,2,2,1,9

