6
12
5
253,16,9,18,13,19
5,1,0,4,3,6
8,0,1,2,0,6
9,0,0,5,3,13
13,0,2,2,2,6
28,0,3,6,7,25

255,9,14,18,12,9
4,0,0,3,2,4
6,1,2,1,3,9
13,1,1,0,1,13
11,1,1,1,1,13
28,4,4,4,7,32

316,12,11,6,6,2
11,3,2,1,1,2
10,2,0,0,2,4
4,2,2,0,0,6
2,0,1,0,0,10
14,4,3,5,1,43

317,11,11,5,8,9
13,5,1,1,0,4
8,0,2,0,1,5
6,2,1,0,5,3
5,3,0,2,1,5
15,0,2,6,4,27

338,10,9,9,5,9
10,3,1,0,0,6
9,1,3,0,1,4
5,1,0,0,1,3
4,1,2,0,0,3
16,4,1,1,1,27

244,21,8,17,8,17
13,5,4,4,3,5
8,4,4,2,1,3
10,4,2,1,5,5
7,0,1,1,2,10
22,2,5,6,5,21

210,19,15,19,13,10
7,4,4,3,2,7
14,1,4,3,0,10
12,4,2,6,0,14
7,0,1,2,1,9
25,2,7,10,6,27

255,23,28,17,5,7
22,3,2,2,3,4
11,2,2,4,2,4
17,1,2,4,2,8
13,1,1,1,2,3
20,4,2,4,2,5

267,19,24,16,9,6
12,4,1,2,1,11
23,0,2,5,2,8
14,1,2,4,0,8
6,1,1,1,0,1
26,5,0,2,2,2


227,13,17,19,17,3
8,1,3,3,3,13
10,2,3,5,4,11
13,2,2,3,3,9
13,2,2,2,0,8
30,2,3,2,6,24

259,12,14,8,6,8
6,2,5,1,1,5
13,1,1,2,3,9
7,2,2,0,1,10
4,0,0,2,1,15
22,6,5,5,4,46

284,12,16,11,7,8
10,2,0,3,2,5
8,3,1,2,2,6
10,0,1,0,2,8
11,0,0,1,3,9
24,1,3,4,6,23

187,13,19,15,19,10
5,0,0,0,4,10
8,0,4,1,2,18
3,1,2,0,3,16
14,3,0,1,3,18
30,1,5,6,18,49

183,9,8,10,6,7
6,3,1,2,1,7
5,1,0,2,0,13
2,2,0,0,3,12
5,1,3,1,7,18
24,8,8,8,10,112

217,9,18,11,6,3
5,1,0,1,2,6
6,0,0,0,1,11
6,2,0,2,2,13
8,1,0,4,0,13
20,4,5,6,15,90

204,11,6,11,11,4
9,1,1,1,2,8
4,0,0,1,1,8
5,1,0,2,1,11
6,1,0,0,3,17
25,3,3,5,9,105

231,12,7,12,7,10
3,2,2,2,0,8
5,1,0,1,0,10
12,0,0,0,1,7
5,0,0,0,0,10
25,3,8,4,9,83

202,11,10,11,9,20
4,1,3,0,1,9
6,0,1,3,1,6
10,2,0,4,0,11
6,1,2,4,4,12
25,4,3,7,13,82

159,8,8,21,10,12
4,2,2,2,5,5
11,1,1,0,1,11
6,4,3,2,5,15
14,1,3,3,4,15
34,4,6,8,16,82

152,9,16,28,18,10
5,2,2,4,2,2
5,3,2,2,2,10
13,1,3,3,3,24
4,1,3,7,5,19
31,2,2,10,18,65

195,14,25,20,7,6
11,3,1,3,2,4
7,2,0,2,5,9
15,5,3,4,1,21
14,0,1,3,8,15
37,7,2,9,7,20


243,22,16,11,5,5
15,6,2,4,3,7
9,0,1,3,1,11
13,0,3,2,5,9
7,1,0,3,4,7
20,6,3,2,3,36

247,8,8,11,10,8
7,1,4,3,1,5
8,3,5,1,0,12
11,2,0,4,2,9
4,0,0,1,1,10
15,5,3,7,5,67

270,10,10,6,9,8
8,1,1,2,0,6
4,0,0,2,3,7
9,2,1,0,2,5
10,2,2,4,3,7
29,3,5,5,9,43

267,12,11,11,20,5
6,0,3,2,0,13
8,6,2,1,0,6
10,2,0,2,2,9
3,1,2,4,2,14
13,7,4,2,3,35

251,7,9,9,13,9
8,1,2,0,1,10
7,1,1,0,3,3
8,0,0,0,1,8
14,2,0,2,2,8
25,6,3,5,11,50

268,9,8,11,10,9
6,0,0,0,2,5
6,0,0,1,1,6
4,1,1,1,1,9
8,1,1,1,2,14
21,3,4,5,6,55

309,10,13,9,4,2
7,3,0,1,1,4
7,0,0,2,1,5
4,1,2,2,1,6
2,0,0,1,0,5
17,2,0,5,3,59

288,11,5,8,9,8
3,5,2,1,1,6
3,1,1,2,1,9
8,0,3,1,0,7
8,0,1,1,1,8
18,1,3,7,5,52

262,8,6,12,14,8
3,0,0,1,1,9
4,0,2,1,1,7
9,1,0,8,4,10
6,0,1,3,3,15
26,5,6,5,10,37

248,9,8,16,7,5
6,2,1,1,2,11
7,1,0,3,2,8
6,3,2,2,1,16
6,3,2,3,2,10
24,4,7,4,9,47

212,12,20,21,15,12
4,0,0,0,2,7
6,0,0,1,1,9
5,1,2,7,3,13
9,1,1,4,3,8
30,2,5,5,9,58

200,19,20,27,4,1
15,1,1,2,3,5
18,3,5,4,4,10
13,3,8,6,8,10
14,2,6,2,2,9
19,2,3,8,6,25


241,12,18,15,10,5
12,4,4,3,4,4
17,1,5,2,6,11
6,0,3,3,2,9
10,1,1,2,4,11
23,4,4,2,7,22

273,8,9,9,5,7
9,1,2,3,1,4
8,4,2,1,2,5
8,1,1,2,3,5
7,1,2,0,3,11
16,3,5,0,4,63

228,15,15,12,17,11
3,1,2,4,0,10
11,2,3,3,1,11
5,0,2,0,2,12
13,2,3,1,3,7
41,1,4,2,9,24

176,11,25,16,19,16
4,0,0,0,1,11
7,1,3,1,1,19
11,0,1,0,3,9
13,1,1,1,3,16
28,3,3,6,14,56

222,7,10,11,11,1
7,0,3,1,1,12
14,0,2,2,0,8
4,3,2,3,1,10
9,3,0,1,6,11
19,10,8,6,5,75

243,21,16,11,3,5
10,1,2,2,1,9
8,2,2,2,0,5
9,0,0,5,4,4
7,1,0,1,6,8
20,4,3,5,9,59

275,7,8,19,8,4
11,1,1,0,1,3
7,1,0,1,2,6
5,1,1,1,1,11
9,0,1,0,5,12
18,1,4,1,8,54

229,12,10,12,8,12
7,0,1,1,1,9
8,2,0,1,0,7
9,1,0,1,3,16
5,0,3,3,1,3
20,7,1,5,4,86

162,13,13,10,13,15
6,3,4,2,2,7
6,0,0,2,1,14
7,1,2,4,5,7
14,2,5,4,3,9
37,5,2,3,15,90

216,17,26,22,15,8
6,1,1,1,0,10
9,1,2,2,4,8
8,2,0,0,4,7
12,2,0,4,3,11
35,2,3,4,5,37

233,21,28,26,7,6
13,2,5,5,2,2
26,0,2,4,3,5
21,2,4,3,5,6
9,0,1,4,2,4
17,0,5,3,0,12

227,28,24,11,6,7
16,2,2,2,2,5
13,4,1,3,5,10
19,0,3,6,2,13
13,1,0,3,3,5
23,1,3,3,6,16


211,20,23,23,8,5
10,2,2,2,2,10
18,1,3,2,1,17
9,0,3,2,3,17
10,1,0,2,1,4
26,2,6,6,11,17

277,5,15,12,9,2
4,1,1,1,0,6
15,0,2,0,0,8
7,1,1,3,4,11
10,0,0,3,2,16
25,2,2,5,9,21

294,8,16,16,12,6
4,0,0,2,0,6
11,1,1,3,3,6
13,1,1,0,0,9
4,1,3,0,1,6
22,0,3,2,4,29

183,18,23,17,17,11
2,1,0,1,0,21
10,1,0,0,1,17
8,0,3,1,1,11
9,2,2,1,5,13
44,4,1,4,11,45

142,14,14,14,12,12
2,0,2,1,1,20
7,2,0,0,3,9
4,1,0,1,0,13
12,2,2,1,2,19
20,6,7,6,20,117

136,7,8,9,8,8
5,1,3,1,0,9
6,2,2,3,0,7
8,0,0,1,2,16
8,1,0,4,4,16
27,9,4,9,12,152

195,8,14,14,9,1
2,0,0,2,0,5
14,0,1,1,4,11
6,0,6,2,3,21
2,1,4,3,6,15
19,2,6,17,16,78

141,7,10,10,13,5
3,2,0,1,2,10
9,0,2,0,1,10
3,1,1,1,4,12
10,2,2,1,3,26
36,4,5,3,18,130

166,15,18,17,13,9
5,0,1,1,0,14
7,0,3,0,2,13
6,2,2,1,3,10
14,2,3,3,2,12
30,4,5,6,14,85

237,15,19,21,13,12
8,3,5,1,3,2
18,3,2,2,1,3
13,2,1,1,2,8
19,0,1,3,2,4
16,3,1,7,11,26

210,27,25,22,12,2
13,4,3,0,3,6
16,2,1,3,2,9
9,1,3,0,6,15
19,0,2,0,3,11
35,0,2,3,5,14

203,24,32,13,2,6
17,4,1,3,5,9
17,4,1,7,5,6
13,1,2,2,3,14
15,0,1,1,3,12
25,1,4,6,11,14


